vipAddress,FilterName,Route,Path,UpstreamPath,Host,IP_Based,SubFilters,AuthType,Entitlements,ClientName
brsincrementalindex.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment},brsIncrementalIndex,/api/brs/.*,null,/brs,null,FALSE,null,NOVALIDATE,null,BRSINCREMENTALINDEX
brssearchdsl.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment},brsSearchDslPreFilter,/api/brssearchdsl/v1.*,/api/brssearchdsl/v1,/,null,FALSE,null,NOVALIDATE,null,BRSSEARCHDSL
caastaxonomy.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment},caastaxonomyPreFilter,/api/taxonomy.*,null,/,null,FALSE,null,NOVALIDATE,null,CAASTAXONOMY
ccauthorshipresolution.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment},ccauthorshipService,/api/authorship.*,null,/authorship,null,FALSE,null,AUTH,null,AUTHORSHIP
ccauthorshipresolution.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment},ccauthorshipSingleFeedbackService,/api/authorship/feedback/extract/single.*,null,/authorship/feedback/extract/single,null,FALSE,null,NOAUTH,null,AUTHORSHIP
ccauthorshipresolution.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment},ccauthorshipIdsByDateRange,/api/authorship/feedback/extract/ids.*,null,/authorship/feedback/extract/ids,null,FALSE,null,NOAUTH,null,AUTHORSHIP
ccauthorshipresolution.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment},ccauthorshipResolve,/api/authorship/resolve.*,null,/authorship/resolve,null,FALSE,null,NOAUTH,null,AUTHORSHIP
ccEditorialWsTemplate.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment},ccEditorialWsTemplateFilter,/ws_template.*,/ws_template,/,null,FALSE,null,PASSTHRU,null,ws_template
CDDIANALYTICS.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment},cddiAnalyticsCountsPreFilter,/api/cddi/analytics/counts.*,null,/counts,null,FALSE,null,AUTH,CDDI_CDDI,CDDIANALYTICS
CDDIANALYTICS.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment},cddiAnalyticsCalculationsPreFilter,/api/cddi/analytics/calculations.*,null,/calculations,null,FALSE,null,AUTH,CDDI_CDDI,CDDIANALYTICS
CDDIANALYTICS.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment},cddiAnalyticsFilterByValueRangePreFilter,/api/cddi/analytics/range/filter.*,null,/range/filter,null,FALSE,null,AUTH,CDDI_CDDI,CDDIANALYTICS
CDDICONFIG.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment},cddiconfigPreFilter,/api/cddi/config.*,null,/config,null,FALSE,null,AUTH,CDDI_CDDI,CDDICONFIG
CDDIEXPORT.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment},cddiexportPreFilter,/api/cddi/export.*,null,/export,null,FALSE,null,AUTH,CDDI_CDDI,CDDIEXPORT
CDDIFILTERS.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment},cddifiltersPreFilter,/api/cddi/filters.*,null,/filters,null,FALSE,null,AUTH,CDDI_CDDI,CDDIFILTERS
cddimarketingui.integrity.${archaius.deployment.subenvironment}.${archaius.deployment.environment},igrMarketinguiPreFilter,/marketing/drugdiscovery||/marketing/drugdiscovery/.*||/ui/drugdiscovery/marketing||/ui/drugdiscovery/marketing/.*,/,/,null,FALSE,null,NOVALIDATE,null,CDDI_MARKETINGUI
cddimarketinguiFb1.integrity.${archaius.deployment.subenvironment}.${archaius.deployment.environment},igrMarketinguiFb1PreFilter,null,/,/,null,FALSE,null,NOVALIDATE,null,CDDI_MARKETINGUI_FB1
CDDIONTOLOGIES.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment},cddiontologiesPreFilter,/api/cddi/ontologies.*,null,/ontologies,null,FALSE,null,AUTH,CDDI_CDDI,CDDIONTOLOGIES
CDDITABLE.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment},cdditablePreFilter,/api/cddi/table.*,null,/table,null,FALSE,null,AUTH,CDDI_CDDI,CDDITABLE
CDDITABLE.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment},cdditableCountsPreFilter,/api/cddi/counts.*,null,/counts,null,FALSE,null,AUTH,CDDI_CDDI,CDDITABLE
CDDITABLE.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment},cdditableIdsPreFilter,/api/cddi/ids.*,null,/ids,null,FALSE,null,AUTH,CDDI_CDDI,CDDITABLE
cdxseed.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment},cdxPreFilter,/cdx.*,/cdx,/,null,FALSE,null,NOVALIDATE,null,CDX_SEED
censubui.scholarone.${archaius.deployment.subenvironment}.${archaius.deployment.environment},censubuiPreFilter,/censub.*,/censub,/,null,FALSE,null,NOVALIDATE,null,CENSUB_FRONTEND
censubui.scholarone.${archaius.deployment.subenvironment}.${archaius.deployment.environment},mjlbetauiPreFilter,/mjl-beta.*,/mjl-beta,/,null,FALSE,null,NOVALIDATE,null,CENSUB_FRONTEND
centralsubmission.scholarone.${archaius.deployment.subenvironment}.${archaius.deployment.environment},censubPublicPrefilter,/api/censub/public.*,/api/censub/public,/central-submission/public,null,FALSE,null,NOVALIDATE,null,centralsubmission
centralsubmission.scholarone.${archaius.deployment.subenvironment}.${archaius.deployment.environment},censubRestrictedPrefilter,/api/censub/restricted.*,/api/censub/restricted,/central-submission/restricted,null,FALSE,null,AUTH,null,centralsubmission
cmcapi.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment},cmcapiPreFilter,/api/cmc/services.*,null,/,null,FALSE,null,AUTH,"CMC_BIO_REG||""CMC_REG""",CMCAPI
cmcchangehistory.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment},cmcchangehistoryPreFilter,/api/cmcchangehistory.*,null,/,null,FALSE,null,NOVALIDATE,null,CMCCHANGEHISTORY
cmcgui.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment},cmcguiPreFilter,/cmc||/cmc/.*,/cmc,/,null,FALSE,null,NOVALIDATE,null,CMC_GUI
cortellisalertapi.cortellis.${archaius.deployment.subenvironment}.${archaius.deployment.environment},cortellisalertapiPreFilter,/api/cortellis/alert.*,/api/cortellis/alert,/cortellisalert,null,FALSE,null,AUTH,null,CORTELLISALERTAPI
cortellisalertapp.cortellis.${archaius.deployment.subenvironment}.${archaius.deployment.environment},cortellisAlertFilter,/cortellis/alert/||/cortellis/alert/.*,/cortellis/alert/,/,null,FALSE,null,NOVALIDATE,null,CORTELLISALERTAPP
cortellisautocompleteapi.cortellis.${archaius.deployment.subenvironment}.${archaius.deployment.environment},cortellisautocompleteapiPreFilter,/api/cortellis/autocomplete.*,/api/cortellis/autocomplete,/cortellisautocomplete,null,FALSE,null,AUTH,null,CORTELLISAUTOCOMPLETEAPI
cortellisconfigurationapi.cortellis.${archaius.deployment.subenvironment}.${archaius.deployment.environment},cortellisconfigurationapiPreFilter,/api/configtestget.*,null,/configtestget,null,FALSE,null,NOVALIDATE,null,CORTELLISCONFIGURATIONAPI
cortellisconfigurationapi.cortellis.${archaius.deployment.subenvironment}.${archaius.deployment.environment},configLandingPageHeaderPreFilter,/api/featureConfig.*,null,/featureConfig,null,FALSE,null,NOVALIDATE,null,CORTELLISCONFIGURATIONAPI
cortellisconfigurationapi.cortellis.${archaius.deployment.subenvironment}.${archaius.deployment.environment},landingPageHeaderConfigPreFilter,/api/landingPageHeaderConfig.*,null,/landingPageHeaderConfig,null,FALSE,null,NOVALIDATE,null,CORTELLISCONFIGURATIONAPI
cortellisconfigurationapi.cortellis.${archaius.deployment.subenvironment}.${archaius.deployment.environment},landingPageToolsConfigPreFilter,/api/configLandingPageTools.*,null,/configLandingPageTools,null,FALSE,null,NOVALIDATE,null,CORTELLISCONFIGURATIONAPI
cortellisconfigurationapi.cortellis.${archaius.deployment.subenvironment}.${archaius.deployment.environment},landingPageConfigFilter,/api/configEiddo.*,null,/configEiddo,null,FALSE,null,NOVALIDATE,null,CORTELLISCONFIGURATIONAPI
cortellisconfigurationapi.cortellis.${archaius.deployment.subenvironment}.${archaius.deployment.environment},landingPageAdvSearchFilter,/api/riAdvancedSearch.*,null,/riAdvancedSearch,null,FALSE,null,NOVALIDATE,null,CORTELLISCONFIGURATIONAPI
cortellisconfigurationapi.cortellis.${archaius.deployment.subenvironment}.${archaius.deployment.environment},cortellistestPreFilter,/api/testNew.*,null,/testNew,null,FALSE,null,NOVALIDATE,null,CORTELLISCONFIGURATIONAPI
cortellisconfigurationapi.cortellis.${archaius.deployment.subenvironment}.${archaius.deployment.environment},cortellisConfigurationPreFilter,/api/cortellis/configuration.*,/api/cortellis/configuration,/cortellisconfigurationapi,null,FALSE,null,AUTH,null,CORTELLISCONFIGURATIONAPI
cortellisdealslandingcomponent.cortellis.${archaius.deployment.subenvironment}.${archaius.deployment.environment},cortellisDealsLandingComponentFilter,/cortellis/deals/landing/ri||/cortellis/deals/landing/ri/.*,/cortellis/deals/landing/ri,/,null,FALSE,null,NOVALIDATE,null,CORTELLIS_DEALS_LANDING_COMPONENT
cortellisexportapp.cortellis.${archaius.deployment.subenvironment}.${archaius.deployment.environment},cortellisExportFilter,/cortellis/export/||/cortellis/export/.*,/cortellis/export/,/,null,FALSE,null,NOVALIDATE,null,CORTELLISEXPORTAPP
cortellisexportsearchapi.cortellis.${archaius.deployment.subenvironment}.${archaius.deployment.environment},cortellisexportsearchapiPreFilter,/api/cortellis/export.*,/api/cortellis/export,/cortellisexport,null,FALSE,null,AUTH,null,CORTELLISEXPORTSEARCHAPI
cortellisfrontend.cortellis.${archaius.deployment.subenvironment}.${archaius.deployment.environment},cortellisFrontendFilter,/intelligence/suite||/intelligence/suite/.*,/intelligence/suite,/,null,FALSE,null,NOVALIDATE,null,CORTELLISFRONTEND
cortellislandingapp.cortellis.${archaius.deployment.subenvironment}.${archaius.deployment.environment},cortellisLandingAppFilter,/cortellis/landing/ri||/cortellis/landing/ri/.*,/cortellis/landing/ri,/,null,FALSE,null,NOVALIDATE,null,CORTELLIS_LANDING_APP
cortellislandingcomponent.cortellis.${archaius.deployment.subenvironment}.${archaius.deployment.environment},cortellisLandingComponentFilter,/intelligence/landing||/intelligence/landing/.*,/intelligence/landing,/,null,FALSE,null,NOVALIDATE,null,CORTELLIS_LANDING_COMPONENT
cortellisontologyapi.cortellis.${archaius.deployment.subenvironment}.${archaius.deployment.environment},cortellisontologyapiPreFilter,/api/testgetontology.*,null,/testgetontology,null,FALSE,null,AUTH,null,CORTELLISONTOLOGYAPI
cortellisontologyapi.cortellis.${archaius.deployment.subenvironment}.${archaius.deployment.environment},browseOntologyDataPreFilter,/api/browseOntologyData.*,null,/browseOntologyData,null,FALSE,null,AUTH,null,CORTELLISONTOLOGYAPI
cortellisontologyapi.cortellis.${archaius.deployment.subenvironment}.${archaius.deployment.environment},cortellisOntologyGenericFilter,/api/cortellis/ontology.*,/api/cortellis/ontology,/cortellisontology,null,FALSE,null,AUTH,null,CORTELLISONTOLOGYAPI
cortellisreportapp.cortellis.${archaius.deployment.subenvironment}.${archaius.deployment.environment},cortellisReportFilter,/cortellis/report/||/cortellis/report/.*||/site-report/||/site-report/.*,/cortellis/report/,/,null,FALSE,null,NOVALIDATE,null,CORTELLISREPORTAPP
cortellisreportcomponent.cortellis.${archaius.deployment.subenvironment}.${archaius.deployment.environment},cortellisReportFilter,/cortellis/report/||/cortellis/report/.*||/site-report/||/site-report/.*,/site-report/,/,null,FALSE,null,NOVALIDATE,null,CORTELLISREPORTCOMPONENT
cortellisresultsapp.cortellis.${archaius.deployment.subenvironment}.${archaius.deployment.environment},cortellisResultsAppFilter,/cortellis/results/||/cortellis/results/.*,/cortellis/results/,/,null,FALSE,null,NOVALIDATE,null,CORTELLISRESULTSAPP
cortellisresultscomponent.cortellis.${archaius.deployment.subenvironment}.${archaius.deployment.environment},cortellisResultsFilter,/cortellis/resultscomp/||/cortellis/resultscomp/.*,/cortellis/resultscomp/,/,null,FALSE,null,NOVALIDATE,null,CORTELLISRESULTSCOMPONENT
cortellisretrieveapi.cortellis.${archaius.deployment.subenvironment}.${archaius.deployment.environment},cortellisretrieveapiPreFilter,/api/retrievetestget/.*,null,/retrievetestget,null,FALSE,null,NOVALIDATE,null,CORTELLISRETRIEVEAPI
cortellisretrieveapi.cortellis.${archaius.deployment.subenvironment}.${archaius.deployment.environment},cortellisRetrieveDataPreFilterForGRCdata,/api/retrievegrcdata.*,null,/retrievegrcdata,null,FALSE,null,NOVALIDATE,null,CORTELLISRETRIEVEAPI
cortellisretrieveapi.cortellis.${archaius.deployment.subenvironment}.${archaius.deployment.environment},cortellisRetrieveDataPreFilterForIRdata,/api/retrieveirdata.*,null,/retrieveirdata,null,FALSE,null,NOVALIDATE,null,CORTELLISRETRIEVEAPI
cortellisretrieveapi.cortellis.${archaius.deployment.subenvironment}.${archaius.deployment.environment},cortellisRetrieveDataPreFilterForRSdata,/api/retrieversdata.*,null,/retrieversdata,null,FALSE,null,NOVALIDATE,null,CORTELLISRETRIEVEAPI
cortellisretrieveapi.cortellis.${archaius.deployment.subenvironment}.${archaius.deployment.environment},cortellisRetrieveDataPreFilterForBrowse,/api/browseRetrieveData.*,null,/browseRetrieveData,null,FALSE,null,NOVALIDATE,null,CORTELLISRETRIEVEAPI
cortellissearchapi.cortellis.${archaius.deployment.subenvironment}.${archaius.deployment.environment},cortellissearchapiPreFilter,/api/testget/.*,null,/testget,null,FALSE,null,AUTH,null,CORTELLISSEARCHAPI
cortellissearchapi.cortellis.${archaius.deployment.subenvironment}.${archaius.deployment.environment},cortellisLandingPageConfigPreFilter,/api/fetchLandingPageConfig.*,null,/fetchLandingPageConfig,null,FALSE,null,AUTH,null,CORTELLISSEARCHAPI
cortellissearchapi.cortellis.${archaius.deployment.subenvironment}.${archaius.deployment.environment},cortellisSearchDataPreFilter,/api/searchdata.*,null,/searchdata,null,FALSE,null,AUTH,null,CORTELLISSEARCHAPI
cortellissearchapi.cortellis.${archaius.deployment.subenvironment}.${archaius.deployment.environment},landingPageSearchFiltersPreFilter,/api/landingPageSearchFilters.*,null,/landingPageSearchFilters,null,FALSE,null,AUTH,null,CORTELLISSEARCHAPI
cortellissearchapi.cortellis.${archaius.deployment.subenvironment}.${archaius.deployment.environment},cortellisSearchPreFilter,/api/cortellis/search/.*,null,/cortellissearchapi,null,FALSE,null,AUTH,null,CORTELLISSEARCHAPI
cortellissvgextractorcomponent.cortellis.${archaius.deployment.environment},cortellissvgextractorcomponentPreFilter,/svg-extractor.*,/svg-extractor,/,null,FALSE,null,NOVALIDATE,null,CORTELLISSVGEXTRACTORCOMPONENT
cortellisuserdetailsapi.cortellis.${archaius.deployment.subenvironment}.${archaius.deployment.environment},cortellisuserdetailsapiPreFilter,/api/cortellis/userdetails.*,/api/cortellis/userdetails,/cortellisuserdetails,null,FALSE,null,AUTH,null,CORTELLISUSERDETAILSAPI
draddapi.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment},draddapiPreFilter,/api/dra/dd/gui/services.*,null,/,null,FALSE,null,AUTH,DRA_DRUG_DESIGN,DRADDAPI
draddgui.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment},draddFrontendPreFilter,/dra-dd.*,/dra-dd,/,null,FALSE,null,NOVALIDATE,null,DRADD_FRONTEND
draexcelexport.dra.${archaius.deployment.subenvironment}.${archaius.deployment.environment},draExcelExportPreFilter,/api/dra/excel/export.*,null,/export,null,FALSE,null,AUTH,DRA_TARGET_DRUG,DRAEXCELEXPORT
draiopgui.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment},draiopFrontendPreFilter,/dra||/dra/.*,/dra,/,null,FALSE,null,NOVALIDATE,null,DRAIOP_FRONTEND
drasdfexport.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment},drasdfexportPreFilter,/api/dra/export/sdf,/api/dra/export/sdf,/export/sdf,null,FALSE,null,NOVALIDATE,null,DRASDFEXPORT
drasearch.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment},drasearchPreFilter,/api/dra/search.*,null,/dra/search,null,FALSE,null,AUTH,"DRA_DRUG_DESIGN||""DRA_TARGET_DRUG""",DRASEARCH
drasearch.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment},drasearchHealthCheckPreFilter,/api/dra/healthcheck.*,null,/healthcheck,null,FALSE,null,AUTH:500,"DRA_DRUG_DESIGN||""DRA_TARGET_DRUG""",DRASEARCH
dratdentity.dra.${archaius.deployment.subenvironment}.${archaius.deployment.environment},draTdEntityAggregationsPreFilter,/api/dra/analytics/aggregations.*,null,/aggregations,null,FALSE,null,AUTH,"DRA_DRUG_DESIGN||""DRA_TARGET_DRUG""",DRATDENTITY
dratdentity.dra.${archaius.deployment.subenvironment}.${archaius.deployment.environment},draTdEntityRelatedEntitiesPreFilter,/api/dra/analytics/related/entities.*,null,/related/entities,null,FALSE,null,AUTH,"DRA_DRUG_DESIGN||""DRA_TARGET_DRUG""",DRATDENTITY
dratdentity.dra.${archaius.deployment.subenvironment}.${archaius.deployment.environment},draTdEntityGraphicPreFilter,/api/dra/analytics/graphic.*,null,/graphic,null,FALSE,null,AUTH,"DRA_DRUG_DESIGN||""DRA_TARGET_DRUG""",DRATDENTITY
dratdentity.dra.${archaius.deployment.subenvironment}.${archaius.deployment.environment},draTdEntityDecoratorPreFilter,/api/dra/analytics/entity/decorator.*,null,/entity/decorator,null,FALSE,null,AUTH,"DRA_DRUG_DESIGN||""DRA_TARGET_DRUG""",DRATDENTITY
dratdentity.dra.${archaius.deployment.subenvironment}.${archaius.deployment.environment},draTdHealthCheckPreFilter,/api/dra-td/healthcheck.*,null,/healthcheck,null,FALSE,null,AUTH,"DRA_DRUG_DESIGN||""DRA_TARGET_DRUG""",DRATDENTITY
dratdexploration.dra.${archaius.deployment.subenvironment}.${archaius.deployment.environment},draTdExplorationFilter,/api/dra-td/exploration.*,null,/exploration,null,FALSE,null,AUTH,"DRA_DRUG_DESIGN||""DRA_TARGET_DRUG""",DRATDEXPLORATION
dratdgui.dra.${archaius.deployment.subenvironment}.${archaius.deployment.environment},draTdGuiPreFilter,/dra-td.*,/dra-td,/,null,FALSE,null,NOVALIDATE,null,DRA_TD_GUI
dratdguifb1.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment},draTdGuiFb1PreFilter,/dra-td.*,/dra-td.*,/,dev-snapshot-fb1.1p.thomsonreuters.com,FALSE,null,NOVALIDATE,null,DRA_TD_GUI_FB1
dratdguifb2.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment},draTdGuiFb2PreFilter,/dra-td.*,/dra-td.*,/,dev-snapshot-fb2.1p.thomsonreuters.com,FALSE,null,NOVALIDATE,null,DRA_TD_GUI_FB2
dratdguifb3.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment},draTdGuiFb3PreFilter,/dra-td.*,/dra-td.*,/,dev-snapshot-fb3.1p.thomsonreuters.com,FALSE,null,NOVALIDATE,null,DRA_TD_GUI_FB3
dratdguifb4.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment},draTdGuiFb4PreFilter,/dra-td.*,/dra-td.*,/,dev-snapshot-fb4.1p.thomsonreuters.com,FALSE,null,NOVALIDATE,null,DRA_TD_GUI_FB4
dratdguifb5.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment},draTdGuiFb5PreFilter,/dra-td.*,/dra-td.*,/,dev-snapshot-fb5.1p.thomsonreuters.com,FALSE,null,NOVALIDATE,null,DRA_TD_GUI_FB5
dratdguifb6.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment},draTdGuiFb6PreFilter,/dra-td.*,/dra-td.*,/,dev-snapshot-fb6.1p.thomsonreuters.com,FALSE,null,NOVALIDATE,null,DRA_TD_GUI_FB6
dratdguiservices.dra.${archaius.deployment.subenvironment}.${archaius.deployment.environment},dratdguiservicesPreFilter,/api/dra/td/gui/services.*,/api/dra/td,/,null,FALSE,null,AUTH,"DRA_DRUG_DESIGN||""DRA_TARGET_DRUG""",DRATDGUISERVICES
